City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
687,Jacmel,HT,18.2342,-72.5347,89.44,63,36,8.43,scattered clouds
688,Buena Vista,US,43.4203,-83.8986,89.08,40,0,16.11,clear sky
689,Purificacion,CO,3.8587,-74.9313,89.53,44,76,2.77,broken clouds
690,Sambava,MG,-14.2667,50.1667,69.85,84,12,12.57,light rain
691,Kununurra,AU,-15.7667,128.7333,55.38,88,56,2.3,broken clouds
692,Gemena,CD,3.25,19.7667,69.08,100,100,2.13,light rain
693,Youghal,IE,51.95,-7.8506,64.09,76,68,13.73,broken clouds
694,Kapuskasing,CA,49.4169,-82.4331,78.46,41,7,11.23,clear sky
695,Neustrelitz,DE,53.3667,13.0833,75.76,44,57,8.93,broken clouds
696,Algiers,DZ,36.7525,3.042,85.82,62,0,8.05,clear sky
697,Hovd,MN,48.0056,91.6419,69.76,36,100,8.57,light rain
698,Valkeala,FI,60.9401,26.7979,79.3,53,0,10.36,clear sky
699,Charters Towers,AU,-20.1,146.2667,54.09,59,0,7.02,clear sky
700,Paine,CL,-33.8167,-70.75,67.5,36,0,1.34,clear sky
701,Fuerte Olimpo,PY,-21.0415,-57.8738,95.31,21,4,12.12,clear sky
702,Umm Bab,QA,25.2142,50.8072,97.81,53,59,7.07,broken clouds
703,Tommot,RU,58.9564,126.2925,65.16,88,76,1.81,broken clouds
704,Westport,US,41.1415,-73.3579,94.62,50,0,1.01,clear sky
705,Sola,VU,-13.8833,167.55,80.17,79,99,14.63,overcast clouds
706,Uige,AO,-7.6087,15.0613,82.35,34,76,6.04,broken clouds
